Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,predicted_sentiment
452,456,haunted specter lost possibility ghost refuse fade away, Regret ,2019-11-08, PossibilityGhost , Twitter , #Regret #FadingPossibilities ,18.0,35.0, Spain ,2019,11,8,14,positive
453,457,labyrinth despair echo broken heart reverberate endlessly, Despair ,2017-03-28, EndlessLabyrinth , Facebook , #Despair #EndlessReverberation ,28.0,55.0, Australia ,2017,3,28,22,positive
454,458,sinking like autumn leaf river sorrow carried away current, Sorrow ,2020-09-15, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22.0,45.0, Canada ,2020,9,15,18,positive
455,459,garden broken dream petal fall silent testimony shattered hope, Desolation ,2018-06-10, DreamGardener , Twitter , #Desolation #ShatteredHopes ,20.0,40.0, UK ,2018,6,10,13,positive
456,460,tear currency grief spent marketplace lost love longing, Grief ,2016-12-22, CurrencyOfTears , Facebook , #Grief #LostLoveLonging ,25.0,50.0, USA ,2016,12,22,21,positive
457,461,wandering maze betrayal wall closing every wrong turn, Betrayal ,2021-01-05, MazeWanderer , Instagram , #Betrayal #ClosingWalls ,15.0,30.0, Germany ,2021,1,5,16,positive
458,462,soul weathered storm heartbreak seeking refuge calm, Heartbreak ,2019-04-18, StormSeeker , Twitter , #Heartbreak #CalmAfterStorm ,22.0,45.0, Brazil ,2019,4,18,11,positive
459,463,tapestry despair thread hope unravel leaving portrait sorrow, Despair ,2017-08-28, TapestrySorrow , Facebook , #Despair #UnraveledHope ,18.0,35.0, India ,2017,8,28,19,positive
460,464,like withered rose garden love petal fall silent surrender time, Loss ,2023-02-10, WitheredRose , Instagram , #Loss #SilentSurrender ,28.0,55.0, France ,2023,2,10,14,positive
461,465,void heartache echo love song play note pang longing, Heartache ,2022-07-10, LoveSongEcho , Instagram , #Heartache #LoveSongLonging ,30.0,60.0, Japan ,2022,7,10,22,positive
462,466,nostalgia bittersweet dance moonlit ballroom cherished memory, Nostalgia ,2019-05-15, MoonlitMemories , Twitter , #Nostalgia #CherishedMemories ,18.0,35.0, Italy ,2019,5,15,21,positive
463,467,symphony grief tear note composing melancholic melody, Grief ,2018-11-28, SymphonyOfTears , Facebook , #Grief #MelancholicMelody ,22.0,45.0, Germany ,2018,11,28,14,positive
464,468,betrayal venomous serpent slithering garden trust poisoning root, Betrayal ,2021-03-02, VenomousGarden , Instagram , #Betrayal #PoisonedTrust ,25.0,50.0, Canada ,2021,3,2,17,positive
465,469,sinking quicksand despair harder fight deeper descend, Despair ,2016-10-18, QuicksandFighter , Twitter , #Despair #DeepDescent ,20.0,40.0, USA ,2016,10,18,19,positive
466,470,wandering cemetery lost dream tombstone marking untold sorrow, Desolation ,2020-08-15, DreamCemetery , Facebook , #Desolation #UntoldSorrows ,28.0,55.0, France ,2020,8,15,12,positive
467,471,swept away river regret current past refusing release, Regret ,2017-04-28, RegretRiver , Instagram , #Regret #PastCurrents ,18.0,35.0, UK ,2017,4,28,16,positive
468,472,whisper lost love linger attic heart forgotten erased, Loss ,2019-09-10, HeartAttic , Twitter , #Loss #ForgottenLove ,22.0,45.0, Australia ,2019,9,10,21,positive
469,473,gallery broken promise shattered vow framed painful exhibition, Betrayal ,2022-01-28, PromiseGallery , Facebook , #Betrayal #ShatteredVows ,15.0,30.0, Brazil ,2022,1,28,13,positive
470,474,echo solitude silent conversation soul shadow, Solitude ,2016-06-15, EchoedConversation , Instagram , #Solitude #ShadowConversation ,30.0,60.0, Spain ,2016,6,15,22,positive
471,475,dancing sunshine step celebration joy found simple moment, Joy ,2021-08-20, SunshineDancer , Instagram , #Joy #SimpleMoments ,40.0,80.0, USA ,2021,8,20,15,positive
472,476,laughter echo air chorus happiness lift spirit higher, Happiness ,2018-04-12, EchoedLaughter , Twitter , #Happiness #SpiritLifter ,35.0,70.0, Canada ,2018,4,12,18,positive
473,477,garden contentment bloom whisper tale inner peace joy, Contentment ,2022-02-15, GardenOfJoy , Facebook , #Contentment #InnerPeace ,25.0,50.0, UK ,2022,2,15,12,positive
474,478,chasing dream vibrant sky journey fueled hope enthusiasm, Enthusiasm ,2019-10-28, DreamChaser , Instagram , #Enthusiasm #HopefulJourney ,30.0,60.0, Australia ,2019,10,28,14,positive
475,479,serenading star heart full gratitude melody thankfulness, Gratitude ,2017-12-22, StarSerenader , Twitter , #Gratitude #ThankfulMelody ,22.0,45.0, India ,2017,12,22,21,positive
476,480,basking glow accomplishment milestone stepping stone happiness, Accomplishment ,2020-06-10, GlowAchiever , Facebook , #Accomplishment #HappinessMilestone ,28.0,55.0, Germany ,2020,6,10,17,positive
477,481,dance positivity every step rhythm uplifting soul harmony, Positivity ,2016-09-18, DanceHarmony , Instagram , #Positivity #SoulUpliftment ,18.0,35.0, France ,2016,9,18,19,positive
478,482,overflowing joy cup laughter shared friend moment cherished, Joy ,2023-03-10, LaughterCup , Twitter , #Joy #CherishedMoment ,20.0,40.0, Japan ,2023,3,10,14,positive
479,483,draped warmth kindness quilt compassion stitched love, Kindness ,2019-05-05, QuiltedCompassion , Facebook , #Kindness #LoveStitches ,25.0,50.0, Brazil ,2019,5,5,12,positive
480,484,garden friendship bloom testament beauty camaraderie, Friendship ,2018-08-28, FriendshipGarden , Instagram , #Friendship #CamaraderieBlooms ,30.0,60.0, South Africa ,2018,8,28,16,positive
481,485,embrace love heartbeat melody dancing rhythm affection, Love ,2022-11-15, MelodyOfLove , Twitter , #Love #RhythmOfAffection ,35.0,70.0, USA ,2022,11,15,20,positive
482,486,surrounded color joy canvas painted laughter endless smile, Joy ,2019-07-02, ColorfulLaughter , Instagram , #Joy #EndlessSmiles ,40.0,80.0, Canada ,2019,7,2,17,positive
483,487,symphony excitement note burst energy igniting soul fervor, Excitement ,2021-04-18, SymphonyFervor , Facebook , #Excitement #IgnitedSoul ,30.0,60.0, UK ,2021,4,18,14,positive
484,488,surprise gift wrapped anticipation unfolds moment delight wonder, Surprise ,2023-02-05, WrappedDelight , Twitter , #Surprise #WonderfulMoment ,25.0,50.0, Australia ,2023,2,5,19,positive
485,489,lost maze curiosity twist turn unveils treasure discovery, Curiosity ,2018-09-22, MazeDiscovery , Instagram , #Curiosity #TreasuresOfDiscovery ,22.0,45.0, India ,2018,9,22,12,positive
486,490,floating cloud gratitude raindrop blessing shower thankfulness, Gratitude ,2016-12-10, CloudsOfBlessings , Facebook , #Gratitude #ShowerOfThankfulness ,28.0,55.0, Germany ,2016,12,10,21,positive
487,491,like comet inspiration streaking sky creativity leaving trail brilliance, Inspiration ,2020-05-28, CometCreativity , Twitter , #Inspiration #BrilliantTrails ,18.0,35.0, France ,2020,5,28,16,positive
488,492,celebration success firework accomplishment light night sky triumph, Success ,2017-11-15, FireworksTriumph , Instagram , #Success #NightSkyTriumph ,22.0,45.0, Japan ,2017,11,15,22,positive
489,493,symphony laughter note key unlocking door boundless happiness, Happiness ,2021-08-02, LaughterSymphony , Facebook , #Happiness #BoundlessLaughter ,30.0,60.0, Brazil ,2021,8,2,19,positive
490,494,carnival emotion rollercoaster thrill sends heart wild ride, Thrill ,2019-03-28, EmotionCarnival , Instagram , #Thrill #WildHeartRide ,35.0,70.0, South Africa ,2019,3,28,15,positive
491,495,standing grandeur eiffel tower moment reflect beauty parisian dream, Reflection ,2018-05-12, ParisDreamer , Twitter , #Reflection #ParisianDreams ,28.0,55.0, France ,2018,5,12,17,positive
492,496,lost enchantment disneyland ride journey realm childhood fantasy, Enchantment ,2022-09-28, DisneylandExplorer , Instagram , #Enchantment #ChildhoodFantasies ,30.0,60.0, USA ,2022,9,28,15,positive
493,497,exploring wonder ferrari world roar engine creating symphony speed, Excitement ,2019-11-10, FerrariSpeedster , Facebook , #Excitement #SymphonyOfSpeed ,22.0,45.0, Italy ,2019,11,10,14,positive
494,498,amidst tulip field keukenhof tapestry color paint soul springtime joy, Joy ,2021-04-02, KeukenhofAdventurer , Instagram , #Joy #SpringtimeColors ,35.0,70.0, Netherlands ,2021,4,2,18,positive
495,499,wandering historical street kyoto step journey heart japan tradition, Exploration ,2017-08-22, KyotoAdventurer , Twitter , #Exploration #JapaneseTraditions ,18.0,35.0, Japan ,2017,8,22,21,positive
496,500,embrace grand canyon nature masterpiece moment marvel earth grandeur, Awe ,2020-06-15, CanyonMarveler , Instagram , #Awe #EarthsGrandeur ,25.0,50.0, USA ,2020,6,15,16,positive
497,501,journeying serenity santorini sunset paint sky hue tranquility, Serenity ,2016-09-10, SantoriniTraveler , Facebook , #Serenity #SunsetHues ,22.0,45.0, Greece ,2016,9,10,19,positive
498,502,amazed architectural marvel petra stone telling tale ancient civilization, Amazement ,2023-01-28, PetraExplorer , Twitter , #Amazement #AncientTales ,30.0,60.0, Jordan ,2023,1,28,13,positive
499,503,embarking gondola ride venice canal reflecting romance timeless city, Romance ,2019-04-18, VeniceRomantic , Instagram , #Romance #TimelessCity ,20.0,40.0, Italy ,2019,4,18,16,positive
500,504,summit machu picchu breathtaking panorama whisper secret ancient civilization, Awe ,2017-11-05, MachuPicchuAdventurer , Facebook , #Awe #AncientCivilizations ,28.0,55.0, Peru ,2017,11,5,22,positive
501,505,heart new york city time square dazzle light vibrant spectacle urban energy, Excitement ,2022-07-20, TimesSquareExplorer , Instagram , #Excitement #UrbanEnergy ,35.0,70.0, USA ,2022,7,20,21,positive
502,506,captivated historical charm colosseum stone echoing tale gladiator valor, Captivation ,2018-03-15, ColosseumAdventurer , Twitter , #Captivation #GladiatorTales ,25.0,50.0, Italy ,2018,3,15,17,positive
503,507,sailing azure water maldives wave whisper serenity paradise, Serenity ,2019-10-28, MaldivesSailor , Facebook , #Serenity #ParadiseWhispers ,22.0,45.0, Maldives ,2019,10,28,14,positive
504,508,midst amazon rainforest symphony wildlife creates orchestra nature wonder, Wonder ,2021-06-10, AmazonExplorer , Instagram , #Wonder #NatureOrchestra ,30.0,60.0, Brazil ,2021,6,10,16,positive
505,509,walking great wall china step testament ancient engineering marvel, Awe ,2017-08-18, GreatWallWalker , Twitter , #Awe #EngineeringMarvels ,18.0,35.0, China ,2017,8,18,19,positive
506,510,summit mount fuji breathtaking sunrise paint sky hue accomplishment, Accomplishment ,2020-04-15, FujiSummitAchiever , Facebook , #Accomplishment #SunriseHues ,28.0,55.0, Japan ,2020,4,15,5,positive
507,511,exploring ancient ruin angkor wat stone whispering story khmer civilization, Exploration ,2016-11-22, AngkorWatAdventurer , Instagram , #Exploration #KhmerStories ,20.0,40.0, Cambodia ,2016,11,22,13,positive
508,512,skiing slope swiss alp turn dance majesty snowcapped peak, Adventure ,2019-01-10, AlpsSkiAdventurer , Twitter , #Adventure #SnowPeakDance ,22.0,45.0, Switzerland ,2019,1,10,14,positive
509,513,tranquility kyoto bamboo forest whisper ancient zen wisdom echo grove, Tranquility ,2023-02-28, KyotoBambooSeeker , Facebook , #Tranquility #ZenWisdom ,25.0,50.0, Japan ,2023,2,28,16,positive
510,514,cruising fjord norway icy landscape breathtaking masterpiece nature grandeur, Grandeur ,2018-05-28, NorwayFjordExplorer , Instagram , #Grandeur #IcyMasterpiece ,22.0,45.0, Norway ,2018,5,28,18,positive
511,515,front row adeles concert note someone like resonates soulstirring emotion, Emotion ,2022-09-15, AdeleConcertGoer , Instagram , #Emotion #AdeleConcert ,40.0,80.0, USA ,2022,9,15,20,positive
512,516,dancing star beyoncés live show feeling power single lady every move, Energy ,2019-07-28, BeyonceDancer , Twitter , #Energy #BeyonceConcert ,35.0,70.0, USA ,2019,7,28,21,positive
513,517,crowd taylor swift concert lyric love story create enchanting fairy tale, Enchantment ,2021-05-10, SwiftieDreamer , Facebook , #Enchantment #TaylorSwift ,30.0,60.0, USA ,2021,5,10,19,positive
514,518,rocking guitar solo queen tribute concert journey back time freddies spirit, Nostalgia ,2018-12-02, QueenTributeFan , Instagram , #Nostalgia #QueenTribute ,22.0,45.0, UK ,2018,12,2,22,positive
515,519,swaying ed sheerans acoustic melody serene evening filled perfect moment, Serenity ,2020-08-18, SheeranMelodyLover , Twitter , #Serenity #EdSheeranConcert ,18.0,35.0, UK ,2020,8,18,19,positive
516,520,immersed pulsating beat bruno mar concert uptown funk becomes city joy, Joy ,2017-03-28, MarsJoyExplorer , Facebook , #Joy #BrunoMars ,28.0,55.0, USA ,2017,3,28,20,positive
517,521,michael jackson tribute show moonwalking hit celebration king pop, Celebration ,2022-01-15, MJTributeDancer , Instagram , #Celebration #MJTribute ,25.0,50.0, USA ,2022,1,15,21,positive
518,522,swinging rhythm frank sinatra tribute feeling timeless charm fly moon, Charm ,2019-06-10, SinatraCharmListener , Twitter , #Charm #SinatraTribute ,22.0,45.0, USA ,2019,6,10,18,positive
519,523,mosh pit metallica concert thunderous chord create symphony headbanging ecstasy, Ecstasy ,2023-03-20, MetallicaMoshWarrior , Facebook , #Ecstasy #MetallicaConcert ,35.0,70.0, USA ,2023,3,20,22,positive
520,524,experiencing magic coldplay concert fix becomes beacon hope night, Hope ,2016-11-28, ColdplayHopeSeeker , Instagram , #Hope #ColdplayMagic ,30.0,60.0, UK ,2016,11,28,19,positive
521,525,justin bieber concert infectious beat baby create dance floor unbridled enthusiasm, Enthusiasm ,2018-08-05, BieberDanceEnthusiast , Instagram , #Enthusiasm #JustinBieber ,40.0,80.0, Canada ,2018,8,5,20,positive
522,526,spotlight lady gaga show costume change metamorphosis creativity artistry, Creativity ,2021-04-15, GagaArtisticChameleon , Twitter , #Creativity #LadyGaga ,35.0,70.0, USA ,2021,4,15,21,positive
523,527,immersed soulful melody adele tear flow freely moved emotion hello, Emotion ,2019-11-28, AdeleMelodyTearjerker , Facebook , #Emotion #AdeleMelodies ,30.0,60.0, UK ,2019,11,28,19,positive
524,528,drenched confetti katy perry concert kaleidoscope color igniting night sky, Colorful ,2020-06-22, KatyPerryColorExplosion , Instagram , #Colorful #KatyPerry ,22.0,45.0, USA ,2020,6,22,22,positive
525,529,audience jayz performance lyric empire state mind become anthem pride, Pride ,2017-09-10, JayZEmpireListener , Twitter , #Pride #JayZAnthem ,18.0,35.0, USA ,2017,9,10,20,positive
526,530,dancing shakiras rhythmic beat hip swaying hypnotic charm hip dont lie, Hypnotic ,2022-02-28, ShakiraHipsDancer , Facebook , #Hypnotic #ShakiraRhythms ,28.0,55.0, Colombia ,2022,2,28,21,positive
527,531,concert anthemic chord without create timeless moment connection, Connection ,2016-05-15, U2ConnectionSeeker , Instagram , #Connection #U2Anthem ,25.0,50.0, Ireland ,2016,5,15,19,positive
528,532,rocking gun n rose show iconic riff sweet child mine echoing night, Iconic ,2018-12-10, GunsNRosesRiffRockstar , Twitter , #Iconic #GNRConcert ,22.0,45.0, USA ,2018,12,10,22,positive
529,533,crowd ariana grande concert high note create euphoric symphony, Euphoria ,2023-01-22, ArianaEuphoriaChaser , Facebook , #Euphoria #ArianaGrande ,35.0,70.0, USA ,2023,1,22,20,positive
530,534,swaying reggae vibe bob marley tribute concert chord journey jamaica soul, Journey ,2020-03-05, MarleyReggaeTraveler , Instagram , #Journey #BobMarleyTribute ,30.0,60.0, Jamaica ,2020,3,5,18,positive
531,535,captivated spellbinding plot twist audience applauds experiencing rollercoaster emotion movie premiere, Excitement ,2018-10-12, MovieEnthusiastPremiereAttendee , Twitter , #Excitement #MoviePremiereThrills ,40.0,80.0, USA ,2018,10,12,20,positive
532,536,credit roll profound sense nostalgia wash reminiscent cherished moment classic film, Nostalgia ,2019-06-25, FilmLoverNostalgiaSeeker , Instagram , #Nostalgia #ClassicFilmMoments ,35.0,70.0, UK ,2019,6,25,22,positive
533,537,streaming latest web series viewer engrossed character journey feeling sense connection empathy, Engagement ,2020-07-08, WebSeriesViewerCharacterConnection , Facebook , #Engagement #WebSeriesJourney ,30.0,60.0, Canada ,2020,7,8,19,positive
534,538,film festival indie filmmaker creation receives standing ovation evoking pride sense accomplishment, Pride ,2017-09-18, IndieFilmmakerFestivalSuccess , Twitter , #Pride #IndieFilmSuccess ,22.0,45.0, Australia ,2017,9,18,21,positive
535,539,watching heartwarming family drama tear flow freely character overcome challenge leaving viewer warm glow, Touched ,2021-01-15, DramaEnthusiastHeartwarmingMoments , Instagram , #Touched #FamilyDramaMoments ,28.0,55.0, India ,2021,1,15,18,positive
536,540,oscar actor graciously accepts award radiating joy gratitude recognition outstanding performance, Gratitude ,2016-02-28, AwardWinningActorOscarsRecipient , Facebook , #Gratitude #OscarWinningMoment ,18.0,35.0, USA ,2016,2,28,20,positive
537,541,discovering hidden gem world documentary viewer enlightened inspired feeling renewed sense curiosity, Inspiration ,2022-04-20, DocumentaryEnthusiastHiddenGemFinder , Twitter , #Inspiration #HiddenGemDiscovery ,22.0,45.0, France ,2022,4,20,17,positive
538,542,movie credit roll viewer experience mix awe contemplation pondering deeper meaning woven storyline, Contemplation ,2019-11-05, FilmBuffContemplativeViewer , Instagram , #Contemplation #DeepMeanings ,28.0,55.0, Germany ,2019,11,5,21,positive
539,543,bingewatching thrilling crime series suspense keep viewer edge seat creating rush adrenaline, Suspense ,2015-07-12, CrimeSeriesEnthusiastThrillSeeker , Facebook , #Suspense #CrimeSeriesThrills ,35.0,70.0, Japan ,2015,7,12,22,positive
540,544,closing scene unfolds sense satisfaction wash completing cinematic journey profound fulfilling ending, Satisfaction ,2020-09-10, FilmCriticSatisfactionSeeker , Twitter , #Satisfaction #FulfillingEnding ,22.0,45.0, Brazil ,2020,9,10,19,positive
541,545,celebrating historic victory world cup nation erupts joy united triumph football team, Joy ,2018-07-15, FootballFanWorldCupCelebration , Instagram , #Joy #WorldCupTriumph ,40.0,80.0, Brazil ,2018,7,15,21,positive
542,546,olympics athlete perseverance shine earning gold medal inspiring generation remarkable achievement, Inspiration ,2020-08-08, OlympicsEnthusiastGoldMedalWinner , Twitter , #Inspiration #OlympicAchievement ,35.0,70.0, USA ,2020,8,8,19,positive
543,547,cricket championship nailbiting finish leaf fan edge seat experiencing rollercoaster emotion, Excitement ,2019-06-25, CricketFanChampionshipThrills , Facebook , #Excitement #CricketChampionship ,30.0,60.0, India ,2019,6,25,22,positive
544,548,witnessing recordbreaking marathon spectator filled awe admiration endurance dedication runner, Admiration ,2021-11-07, MarathonSpectatorRecordBreaking , Instagram , #Admiration #MarathonRecords ,22.0,45.0, Kenya ,2021,11,7,17,positive
545,549,tennis grand slam fierce rivalry unfolds captivating fan display skill sportsmanship world stage, Captivation ,2017-09-10, TennisEnthusiastGrandSlamDrama , Twitter , #Captivation #TennisRivalry ,28.0,55.0, UK ,2017,9,10,20,positive
546,550,cheering underdog basketball final crowd erupts applause team defies odds claim championship title, Triumph ,2022-06-20, BasketballFanUnderdogTriumph , Facebook , #Triumph #BasketballFinals ,18.0,35.0, USA ,2022,6,20,21,positive
547,551,golf tournament golfer precision focus lead stunning victory leaving spectator awe exceptional skill, Awe ,2016-04-10, GolfEnthusiastPrecisionVictory , Instagram , #Awe #GolfVictory ,22.0,45.0, Scotland ,2016,4,10,18,positive
548,552,experiencing thrill highspeed formula race fan edge seat driver compete championship, Thrill ,2019-11-24, F1FanHighSpeedRaceExcitement , Twitter , #Thrill #Formula1Championship ,28.0,55.0, Germany ,2019,11,24,19,positive
549,553,cycling world championship climber conquers challenging terrain symbolizing determination achievement odds, Determination ,2015-09-28, CyclingEnthusiastWorldChampion , Facebook , #Determination #CyclingChampion ,35.0,70.0, Italy ,2015,9,28,22,positive
550,554,witnessing heartwarming comeback hockey final fan share tear joy team secures historic victory adversity, Heartwarming ,2020-12-12, HockeyFanComebackVictory , Instagram , #Heartwarming #HockeyFinalsComeback ,22.0,45.0, Canada ,2020,12,12,20,positive
551,555,series defeat soccer team face disappointment struggling find silver lining challenging season, Disappointment ,2019-11-02, SoccerFanTeamDefeats , Twitter , #Disappointment #SoccerDefeats ,40.0,80.0, Brazil ,2019,11,2,18,positive
552,556,tennis tournament highly anticipated player experience setback leaving fan shock questioning unforeseen turn event, Frustration ,2018-07-10, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35.0,70.0, USA ,2018,7,10,21,positive
553,557,facing defeat championship boxer reflects challenge vowing return stronger determined next bout, Reflection ,2020-09-18, BoxingFanChampionshipDefeat , Facebook , #Reflection #BoxingDefeat ,30.0,60.0, UK ,2020,9,18,19,positive
554,558,midst cycling race tire blowout lead frustration cyclist valiantly try overcome unexpected obstacle, Obstacle ,2017-05-15, CyclingEnthusiastTireBlowout , Twitter , #Obstacle #CyclingFrustration ,22.0,45.0, France ,2017,5,15,22,positive
555,559,gymnast unexpected fall routine spark wave sympathy audience highlighting vulnerability sport, Sympathy ,2021-04-05, GymnasticsFanRoutineFall , Instagram , #Sympathy #GymnasticsFall ,28.0,55.0, Japan ,2021,4,5,20,positive
556,560,golf tournament missed crucial putt result defeat causing golfer reflect pressure highstakes competition, Pressure ,2016-08-20, GolfEnthusiastMissedPutt , Facebook , #Pressure #GolfDefeat ,18.0,35.0, USA ,2016,8,20,18,positive
557,561,experiencing series loss basketball season team grapple frustration determined turn tide renewed effort, Renewed Effort ,2019-02-12, BasketballFanTeamLosses , Twitter , #RenewedEffort #BasketballStruggles ,22.0,45.0, Canada ,2019,2,12,19,positive
558,562,despite meticulous training swimmer face disappointment splitsecond miscalculation cost lead crucial race, Miscalculation ,2015-06-28, SwimmingEnthusiastRaceSetback , Instagram , #Miscalculation #SwimmingDisappointment ,28.0,55.0, Australia ,2015,6,28,20,positive
559,563,weightlifter failed attempt personal record result frustration highlighting challenging nature pushing physical limit, Challenge ,2022-01-08, WeightliftingFanFailedRecord , Facebook , #Challenge #WeightliftingFailure ,35.0,70.0, Germany ,2022,1,8,21,positive
560,564,midst soccer match unexpected goal creates moment despair player teammate console encourage, Despair ,2018-12-15, SoccerPlayerOwnGoalMoment , Twitter , #Despair #OwnGoal ,22.0,45.0, Spain ,2018,12,15,20,positive
561,565,serene beauty sunset nature unfolds canvas color evoking sense tranquility wonder, Tranquility ,2021-07-10, NatureEnthusiastSunsetWonder , Instagram , #Tranquility #SunsetBeauty ,40.0,80.0, Canada ,2021,7,10,19,positive
562,566,embarking spontaneous road trip traveler discovers hidden gem creating memory cherished lifetime, Adventure ,2019-09-28, TravelEnthusiastRoadTripDiscovery , Twitter , #Adventure #RoadTripMemories ,35.0,70.0, USA ,2019,9,28,20,positive
563,567,amidst bustling city quiet café becomes sanctuary reflection cup coffee brings solace wandering mind, Solace ,2022-03-15, UrbanExplorerCafeSolitude , Facebook , #Solace #CafeReflection ,30.0,60.0, France ,2022,3,15,18,positive
564,568,exploring vibrant street art cultural neighborhood mural tell story infusing city creativity expression, Creativity ,2017-11-05, ArtEnthusiastStreetArtExploration , Instagram , #Creativity #StreetArtVibes ,22.0,45.0, Brazil ,2017,11,5,21,positive
565,569,world science breakthrough discovery unfolds pushing boundary knowledge opening new frontier exploration, Breakthrough ,2020-05-20, ScienceEnthusiastDiscoveryMoment , Twitter , #Breakthrough #ScientificDiscovery ,28.0,55.0, Germany ,2020,5,20,16,positive
566,570,connecting melody live orchestra music enthusiast experience symphony resonates deep within soul, Harmony ,2016-08-22, MusicLoverLiveOrchestraExperience , Facebook , #Harmony #OrchestraMelody ,18.0,35.0, UK ,2016,8,22,19,positive
567,571,embracing aroma freshly baked bread home chef find joy art baking creating delicious memory loved one, Joy in Baking ,2023-04-10, HomeBakerDeliciousMemories , Instagram , #JoyInBaking #HomemadeDelights ,22.0,45.0, India ,2023,4,10,17,positive
568,572,wandering historical museum history enthusiast becomes immersed tale past envisioning bygone era, Envisioning History ,2015-12-18, HistoryBuffMuseumExploration , Twitter , #EnvisioningHistory #MuseumTales ,28.0,55.0, Italy ,2015,12,18,18,positive
569,573,realm literature captivating novel transport reader distant land weaving tapestry imagination escape, Imagination ,2021-10-08, BookwormCaptivatingNovelEscape , Facebook , #Imagination #LiteraryEscape ,35.0,70.0, Japan ,2021,10,8,20,positive
570,574,capturing essence bustling market photographer freeze moment time frame telling unique vibrant story, Vibrancy ,2019-03-22, PhotographyEnthusiastMarketMoments , Instagram , #Vibrancy #MarketStories ,22.0,45.0, Australia ,2019,3,22,21,positive
571,575,underneath city light dancer express emotion graceful movement creating mesmerizing performance night sky, Mesmerizing ,2018-06-15, DanceEnthusiastCityNightPerformance , Twitter , #Mesmerizing #NightDancePerformance ,40.0,80.0, USA ,2018,6,15,22,positive
572,576,heart bustling market street food connoisseur indulges culinary adventure savoring diverse flavor aroma, Culinary Adventure ,2019-08-28, FoodieMarketStreetFoodExploration , Instagram , #CulinaryAdventure #StreetFoodDelights ,35.0,70.0, Thailand ,2019,8,28,19,positive
573,577,first snowflake descends winter enthusiast eagerly prepares season frosty delight anticipating magic snowcovered landscape, Winter Magic ,2022-12-01, SnowLoverWinterEnthusiast , Facebook , #WinterMagic #SnowyLandscapes ,30.0,60.0, Canada ,2022,12,1,17,positive
574,578,amidst page captivating mystery novel reader unravels clue secret experiencing thrilling journey suspense revelation, Thrilling Journey ,2017-04-10, MysteryBookwormSuspensefulRead , Twitter , #ThrillingJourney #MysteryNovel ,22.0,45.0, UK ,2017,4,10,21,positive
575,579,surrounded vibrant color flower garden gardener nurture blossom finding joy beauty nature everchanging canvas, Nature's Beauty ,2020-05-15, GardeningEnthusiastFlowerGarden , Instagram , #NaturesBeauty #FloralJoy ,28.0,55.0, Australia ,2020,5,15,18,positive
576,580,astronomy observatory stargazer marvel vastness cosmos contemplating mystery hidden within celestial expanse, Celestial Wonder ,2016-09-22, AstronomyEnthusiastStargazing , Facebook , #CelestialWonder #Stargazing ,18.0,35.0, USA ,2016,9,22,20,positive
577,581,engulfed aroma freshly brewed coffee writer find inspiration every sip embarking journey creativity prose, Creative Inspiration ,2023-02-12, CoffeeLoverWritersRetreat , Twitter , #CreativeInspiration #CoffeeJourney ,22.0,45.0, France ,2023,2,12,19,positive
578,582,realm fashion designer unveils collection tell story blending innovation tradition runway creativity, Runway Creativity ,2015-11-10, FashionEnthusiastDesignerShowcase , Instagram , #RunwayCreativity #FashionInnovation ,28.0,55.0, Italy ,2015,11,10,21,positive
579,583,wave crash shore surfer embrace thrill riding ocean energy capturing essence freedom wave, Ocean's Freedom ,2021-07-20, SurfingEnthusiastWaveRider , Facebook , #OceansFreedom #SurfingThrills ,22.0,45.0, Brazil ,2021,7,20,18,positive
580,584,exploring historical architecture ancient city traveler transported bygone era monument whisper tale past, Whispers of the Past ,2019-04-18, HistoryExplorerAncientCityTour , Twitter , #WhispersOfThePast #HistoricalTour ,35.0,70.0, Greece ,2019,4,18,20,positive
581,585,successfully avoided eye contact crush hallway mission accomplished, Excitement ,2023-05-20, CrushAvoider , Twitter , #CrushStruggles #AvoidingEyeContact ,15.0,30.0, USA,2023,5,20,19,positive
582,586,ran snack movie marathon crisis level emergency, Boredom ,2023-05-21, MovieBuff , Instagram , #SnackCrisis #TeenLife ,18.0,35.0, Canada,2023,5,21,21,positive
583,587,spent hour choosing perfect filter selfie struggle instagram aesthetic real, Joy ,2023-05-22, SelfieAddict , Facebook , #SelfieStruggle #TeenConfessions ,22.0,45.0, UK,2023,5,22,14,positive
584,588,lost headphone vanish thin air, Frustration ,2023-05-23, AudioExplorer , Twitter , #TeenProblems #LostHeadphones ,20.0,40.0, USA,2023,5,23,16,positive
585,589,decided study exam ended making meme studying instead procrastination level expert, Surprise ,2023-05-24, MemeCreator , Instagram , #StudyingMemes #TeenLife ,25.0,50.0, Canada,2023,5,24,13,positive
586,590,got dressed day remembered saturday oops, Indifference ,2023-05-25, FashionBlunder , Facebook , #WeekendOops #TeenFashion ,20.0,40.0, USA,2023,5,25,19,positive
587,591,survived group project without drama miracle happen, Satisfaction ,2023-05-26, GroupGenius , Twitter , #TeenSuccess #ProjectMiracle ,28.0,55.0, UK,2023,5,26,14,positive
